ID_Ativo,Frequencia_Falhas,Tempo_Operacao,Numero_Clientes_Afetados,Tipo_Ativo,Localidade,Historico_Manutencao,Impacto_DEC_FEC,Data_Evento,Frequencia_Falhas_Norm,Tempo_Operacao_Norm,Impacto_DEC_FEC_Norm,Numero_Clientes_Afetados_Norm,Criticidade,Criticidade_Cenário 1,Criticidade_Cenário 2
A-0573,0,16.6,200,Seccionalizador,Centro,Não,2.56,2021-10-15,0.0,0.34453781512605053,0.05304311073541843,0.15789473684210525,0.10060996993004616,0.06615618841744111,0.1350637514426512
A-0574,0,10.1,100,Transformador,Zona Oeste,Não,4.77,2023-03-10,0.0,0.20798319327731096,0.09974640743871513,0.05263157894736842,0.07678371878181357,0.05598539945408248,0.09758203810954466
A-0575,4,9.6,1000,Cabo,Zona Norte,Não,30.03,2023-12-14,0.5,0.19747899159663868,0.6335587489433643,1.0,0.529563423002337,0.5598155238426732,0.49931132216200086
A-0576,2,20.9,500,Seccionalizador,Zona Oeste,Sim,15.93,2017-04-08,0.25,0.43487394957983194,0.33558748943364325,0.47368421052631576,0.33501945779869097,0.3165320628407078,0.35350685275667415
A-0577,2,7.1,500,Transformador,Zona Oeste,Não,17.04,2019-04-11,0.25,0.14495798319327732,0.3590448013524936,0.47368421052631576,0.28407345809703516,0.2945776597777074,0.27356925641636287
A-0578,1,14.7,200,Isolador,Centro,Não,7.17,2017-03-22,0.125,0.3046218487394958,0.15046491969568893,0.15789473684210525,0.17185331934081638,0.15389113446686678,0.18981550421476595
A-0579,0,7.0,500,Religador,Centro,Não,4.51,2022-09-06,0.0,0.14285714285714288,0.09425190194420964,0.47368421052631576,0.10421542020732305,0.08992970592160876,0.11850113449303734
A-0580,2,2.9,100,Transformador,Zona Sul,Sim,13.82,2024-07-25,0.25,0.05672268907563025,0.29099746407438715,0.05263157894736842,0.20390693493217904,0.223234666024616,0.18457920383974205
A-0581,1,18.8,50,Religador,Centro,Não,8.59,2007-02-20,0.125,0.39075630252100846,0.18047337278106507,0.0,0.18229327233852122,0.15571764208642036,0.20886890259062205
A-0582,3,10.6,50,Isolador,Zona Oeste,Não,13.15,2015-04-16,0.375,0.21848739495798322,0.2768385460693153,0.0,0.27674904281239127,0.2924003033165929,0.26109778230818953
A-0583,0,17.6,200,Transformador,Zona Sul,Não,2.0,2023-02-07,0.0,0.36554621848739505,0.04120879120879121,0.15789473684210525,0.1012613547443269,0.0647067328955874,0.1378159765930664
A-0584,1,11.5,200,Cabo,Zona Oeste,Sim,9.66,2015-03-07,0.125,0.23739495798319332,0.2030853761622992,0.15789473684210525,0.17419407812953897,0.16295458233121962,0.18543357392785828
A-0585,1,12.5,200,Seccionalizador,Centro,Não,7.1,2022-09-14,0.125,0.25840336134453784,0.14898562975486052,0.15789473684210525,0.16216583487957625,0.14882549874512246,0.17550617101403002
A-0586,4,4.1,50,Transformador,Zona Norte,Não,18.73,2022-11-24,0.5,0.0819327731092437,0.39475908706677937,0.0,0.3348142807418826,0.37662100343095817,0.2930075580528069
A-0587,3,12.3,200,Isolador,Zona Sul,Não,16.5,2016-11-20,0.375,0.25420168067226895,0.34763313609467456,0.15789473684210525,0.3209197506470667,0.3329995825798398,0.30883991871429356
A-0588,2,20.8,500,Transformador,Centro,Sim,12.71,2020-08-23,0.25,0.43277310924369755,0.2675401521555368,0.47368421052631576,0.3141850885480321,0.2959077776236624,0.33246239947240186
A-0589,2,7.8,200,Religador,Zona Sul,Sim,12.67,2021-05-20,0.25,0.1596638655462185,0.2666948436179205,0.15789473684210525,0.22773069987883038,0.23676431332420853,0.2186970864334522
A-0590,2,5.1,500,Transformador,Zona Oeste,Não,15.33,2020-03-24,0.25,0.10294117647058823,0.3229078613693998,0.47368421052631576,0.26482901475756915,0.2795348971105103,0.25012313240462797
A-0591,2,15.1,100,Cabo,Zona Norte,Sim,11.19,2012-07-07,0.25,0.31302521008403367,0.23541842772612,0.05263157894736842,0.2384937282293796,0.23219120722097622,0.24479624923778293
A-0592,2,2.5,500,Transformador,Zona Sul,Sim,15.32,2024-09-06,0.25,0.04831932773109244,0.3226965342349958,0.47368421052631576,0.25384124686934884,0.2740093140962396,0.23367317964245804
A-0593,1,22.6,200,Seccionalizador,Centro,Sim,7.88,2008-06-27,0.125,0.47058823529411775,0.165469146238377,0.15789473684210525,0.2095478646145472,0.1749890410851354,0.24410668814395894
A-0594,0,6.9,100,Transformador,Zona Norte,Não,3.43,2024-07-28,0.0,0.14075630252100843,0.07142857142857144,0.05263157894736842,0.054842989827509965,0.04076735957540912,0.0689186200796108
A-0595,4,14.7,100,Religador,Zona Oeste,Não,21.71,2012-03-05,0.5,0.3046218487394958,0.4577345731191885,0.05263157894736842,0.40350789957839256,0.42304571470444297,0.38397008445234215
A-0596,0,10.6,200,Transformador,Zona Oeste,Sim,2.12,2021-10-06,0.0,0.21848739495798322,0.043744716821639905,0.15789473684210525,0.07261036772229915,0.05076162822650082,0.09445910721809746
A-0597,3,18.8,500,Cabo,Zona Norte,Sim,20.77,2021-08-03,0.375,0.39075630252100846,0.43786982248520706,0.47368421052631576,0.4068806283023954,0.4053049980502945,0.40845625855449624
A-0598,1,19.5,200,Isolador,Zona Oeste,Não,6.01,2011-04-23,0.125,0.40546218487394964,0.12595097210481826,0.15789473684210525,0.18466720229044595,0.15662098380305098,0.2127134207778409
A-0599,2,9.8,100,Transformador,Zona Norte,Não,11.8,2019-09-24,0.25,0.20168067226890762,0.24830938292476754,0.05263157894736842,0.22009210722594863,0.22492403999905786,0.21526017445283938
A-0600,2,25.5,500,Transformador,Centro,Sim,15.37,2013-08-06,0.25,0.5315126050420169,0.323753169907016,0.47368421052631576,0.35079689303313977,0.3226456325289381,0.37894815353734146
A-0601,5,2.3,200,Seccionalizador,Centro,Sim,28.9,2023-09-30,0.625,0.044117647058823525,0.6096787827557058,0.15789473684210525,0.45751663792268693,0.5156048732168046,0.39942840262856927
A-0602,1,12.0,200,Cabo,Zona Oeste,Não,6.93,2022-02-09,0.125,0.24789915966386558,0.14539306846999153,0.15789473684210525,0.1589872261579811,0.14669731019159454,0.17127714212436768
A-0603,1,21.0,200,Isolador,Centro,Não,8.91,2006-07-07,0.125,0.43697478991596644,0.18723584108199492,0.15789473684210525,0.2093551839920023,0.17815770500040565,0.24055266298359892
A-0604,5,12.4,100,Religador,Zona Norte,Não,23.45,2022-10-15,0.625,0.2563025210084034,0.49450549450549447,0.05263157894736842,0.45487531044806584,0.4917450583472255,0.4180055625489062
A-0605,1,5.1,200,Transformador,Zona Norte,Não,9.88,2024-04-02,0.125,0.10294117647058823,0.2077345731191885,0.15789473684210525,0.14869808091408473,0.1509039632670259,0.14649219856114354
A-0606,1,9.9,200,Isolador,Zona Sul,Sim,5.41,2017-12-12,0.125,0.20378151260504207,0.11327134404057482,0.15789473684210525,0.1405271794173914,0.13264902815688717,0.14840533067789557
A-0607,3,5.4,1000,Religador,Zona Norte,Não,25.54,2023-07-27,0.375,0.10924369747899161,0.5386728655959425,1.0,0.43345059917458106,0.4600262294266819,0.4068749689224802
A-0608,0,5.3,200,Cabo,Centro,Não,2.31,2023-11-05,0.0,0.10714285714285715,0.047759932375317,0.15789473684210525,0.051546024825377054,0.04083173911109134,0.06226031053966277
A-0609,1,10.3,200,Cabo,Centro,Não,7.37,2024-07-12,0.125,0.21218487394957988,0.15469146238377007,0.15789473684210525,0.15463388718925752,0.14591539979429954,0.1633523745842155
A-0610,0,0.4,200,Isolador,Zona Sul,Sim,1.28,2024-12-19,0.0,0.004201680672268908,0.02599323753169907,0.15789473684210525,0.02442778107817403,0.024007613010947136,0.024847949145400918
A-0611,0,7.1,1000,Religador,Zona Sul,Não,0.05,2021-04-23,0.0,0.14495798319327732,0.0,1.0,0.12899159663865548,0.11449579831932774,0.1434873949579832
A-0612,3,9.6,500,Cabo,Zona Norte,Não,20.02,2024-11-06,0.375,0.19747899159663868,0.42202028740490277,0.47368421052631576,0.3634703055934302,0.38122240643376626,0.345718204753094
A-0613,3,9.2,200,Isolador,Zona Sul,Sim,16.46,2020-01-01,0.375,0.18907563025210086,0.34678782755705834,0.15789473684210525,0.30764094800174824,0.3262333849765381,0.2890485110269583
A-0614,1,4.4,500,Cabo,Centro,Não,9.52,2023-07-15,0.125,0.08823529411764708,0.20012679628064242,0.47368421052631576,0.17505351876035372,0.178729989348589,0.17137704817211843
A-0615,2,12.4,200,Cabo,Zona Oeste,Sim,12.2,2018-05-28,0.25,0.2563025210084034,0.2567624683009298,0.15789473684210525,0.24407871837617015,0.24344846627532982,0.24470897047701048
A-0616,0,8.8,200,Cabo,Zona Norte,Sim,3.84,2024-09-30,0.0,0.18067226890756308,0.08009298393913779,0.15789473684210525,0.07595182264746447,0.057884595756708165,0.09401904953822078
A-0617,0,30.6,100,Seccionalizador,Centro,Sim,1.03,1996-12-16,0.0,0.6386554621848741,0.02071005917159763,0.05263157894736842,0.13920726808319098,0.07534172186470355,0.20307281430167837
A-0618,4,12.8,200,Religador,Zona Norte,Sim,25.71,2014-01-04,0.5,0.26470588235294124,0.5422654268808115,0.15789473684210525,0.4314102782190422,0.45493968998374806,0.4078808664543363
A-0619,1,5.6,100,Isolador,Zona Oeste,Sim,7.23,2021-11-13,0.125,0.1134453781512605,0.15173288250211328,0.05263157894736842,0.12347209827562293,0.12462756046049688,0.12231663609074897
A-0620,4,14.8,1000,Isolador,Zona Oeste,Não,28.21,2015-07-28,0.5,0.30672268907563033,0.5950972104818258,1.0,0.5398737009596738,0.5592014320521108,0.5205459698672369
A-0621,4,1.6,200,Religador,Centro,Não,23.22,2024-12-16,0.5,0.02941176470588236,0.48964497041420113,0.15789473684210525,0.36856531774964735,0.4156241412790591,0.3215064942202356
A-0622,4,9.1,1000,Religador,Zona Sul,Não,28.67,2019-11-13,0.5,0.18697478991596642,0.6048182586644125,1.0,0.518840435582517,0.5501429565909204,0.48753791457411366
A-0623,2,10.6,200,Religador,Centro,Sim,11.61,2015-10-27,0.25,0.21848739495798322,0.24429416737109041,0.15789473684210525,0.2327752028871343,0.23592646339133597,0.2296239423829326
A-0624,2,9.2,200,Religador,Centro,Não,13.14,2022-03-31,0.25,0.18907563025210086,0.2766272189349112,0.15789473684210525,0.23659276541510407,0.24268520238989397,0.23050032844031415
A-0625,3,4.2,200,Transformador,Zona Norte,Não,19.27,2024-04-22,0.375,0.08403361344537816,0.4061707523245984,0.15789473684210525,0.3044474220706657,0.33354406072612786,0.27535078341520347
A-0626,2,9.0,100,Isolador,Zona Sul,Não,13.79,2024-05-10,0.25,0.18487394957983197,0.29036348267117496,0.05263157894736842,0.2293469926120557,0.23585959765407252,0.2228343875700389
A-0627,5,3.0,200,Transformador,Zona Sul,Não,29.03,2024-08-07,0.625,0.05882352941176471,0.6124260355029586,0.15789473684210525,0.46128199021745103,0.5178996372762746,0.40466434315862754
A-0628,5,25.8,50,Cabo,Zona Norte,Não,24.49,2013-05-19,0.625,0.5378151260504203,0.5164835164835164,0.0,0.5125080801551389,0.521226567550097,0.503789592760181
A-0629,1,9.1,200,Cabo,Centro,Não,10.01,2024-09-07,0.125,0.18697478991596642,0.21048182586644124,0.15789473684210525,0.16632897942733618,0.16013150043573954,0.17252645841893283
A-0630,2,12.1,200,Isolador,Zona Norte,Não,14.93,2016-01-08,0.25,0.25000000000000006,0.3144547759932375,0.15789473684210525,0.2601259064821818,0.2601259064821818,0.2601259064821818
A-0631,1,2.2,500,Cabo,Centro,Sim,8.72,2024-10-25,0.125,0.04201680672268908,0.18322062552831783,0.47368421052631576,0.16073797005566476,0.16903628938339585,0.15243965072793364
A-0632,2,5.2,100,Religador,Centro,Não,9.93,2021-12-03,0.25,0.1050420168067227,0.20879120879120877,0.05263157894736842,0.18890892389344402,0.20340472221277173,0.17441312557411628
A-0633,4,13.0,100,Transformador,Zona Norte,Não,19.55,2013-06-01,0.5,0.26890756302521013,0.41208791208791207,0.05263157894736842,0.3826710441261525,0.40578028782363146,0.3595618004286735
A-0634,2,17.0,200,Religador,Zona Norte,Não,13.84,2015-05-09,0.25,0.3529411764705883,0.29142011834319526,0.15789473684210525,0.27380374448128675,0.26350962683422796,0.2840978621283456
A-0635,4,3.8,1000,Cabo,Centro,Não,29.74,2023-07-13,0.5,0.07563025210084033,0.6274302620456466,1.0,0.503355129033862,0.545792103823778,0.46091815424394605
A-0636,1,12.0,500,Transformador,Zona Norte,Não,6.95,2021-08-21,0.125,0.24789915966386558,0.14581572273879967,0.47368421052631576,0.1906929698070446,0.17840305384065805,0.20298288577343115
A-0637,3,6.3,200,Religador,Centro,Não,18.3,2021-04-06,0.375,0.1281512605042017,0.3856720202874049,0.15789473684210525,0.30712133187127233,0.3318062058208522,0.2824364579216925
A-0638,2,1.5,200,Isolador,Centro,Sim,10.69,2024-03-07,0.25,0.027310924369747903,0.22485207100591714,0.15789473684210525,0.18870727985993524,0.21097618742296045,0.16643837229691003
A-0639,3,5.0,50,Religador,Zona Sul,Sim,15.46,2024-05-06,0.375,0.10084033613445378,0.3256551141166526,0.0,0.26786460146188656,0.29528056784844114,0.2404486350753319
A-0640,3,17.4,1000,Cabo,Centro,Sim,21.09,2020-01-24,0.375,0.3613445378151261,0.4446322907861369,1.0,0.45565859479886633,0.45702414101735367,0.4542930485803789
A-0641,1,18.7,200,Transformador,Zona Sul,Não,8.45,2008-07-05,0.125,0.388655462184874,0.17751479289940825,0.15789473684210525,0.1967750039910078,0.1704094577725204,0.2231405502094952
A-0642,3,10.3,100,Isolador,Centro,Não,17.81,2015-01-14,0.375,0.21218487394957988,0.37531699070160607,0.05263157894736842,0.31029522989513464,0.32657674250017665,0.2940137172900926
A-0643,1,9.4,200,Transformador,Zona Norte,Não,5.97,2021-12-04,0.125,0.19327731092436978,0.125105663567202,0.15789473684210525,0.1419766349392451,0.1351489038468081,0.14880436603168207
A-0644,3,6.2,100,Isolador,Centro,Não,16.44,2023-08-20,0.375,0.12605042016806725,0.3463651732882502,0.05263157894736842,0.2843827939148254,0.30927775189801865,0.25948783593163205
A-0645,4,0.7,1000,Transformador,Centro,Não,31.53,2024-12-19,0.5,0.01050420168067227,0.665257819103973,1.0,0.5016781860673264,0.5506277658992591,0.45272860623539357
A-0646,2,11.2,100,Cabo,Zona Norte,Não,10.53,2019-04-07,0.25,0.23109243697478996,0.2214708368554522,0.05263157894736842,0.2179228963463305,0.2198136526488515,0.21603214004380947
A-0647,3,4.0,200,Isolador,Zona Oeste,Não,16.72,2024-10-03,0.375,0.07983193277310925,0.35228233305156376,0.15789473684210525,0.2874405601543015,0.31695736687699055,0.2579237534316124
A-0648,3,20.7,100,Seccionalizador,Centro,Não,15.53,2007-12-05,0.375,0.43067226890756305,0.32713440405748095,0.05263157894736842,0.33953793289349377,0.3339707060027374,0.34510515978425005
A-0649,3,2.8,500,Transformador,Zona Norte,Não,21.42,2023-07-22,0.375,0.0546218487394958,0.45160608622147086,0.47368421052631576,0.343774616666972,0.37581243179302243,0.31173680154092154
A-0650,3,18.1,500,Transformador,Zona Sul,Sim,21.53,2022-07-23,0.375,0.37605042016806733,0.4539306846999155,0.47368421052631576,0.40875771049621973,0.40865266847941295,0.4088627525130264
A-0651,1,1.4,200,Religador,Zona Norte,Não,5.96,2024-12-04,0.125,0.025210084033613446,0.12489433643279797,0.15789473684210525,0.1082997914207726,0.11827878301741127,0.09832079982413394
A-0652,0,38.4,200,Isolador,Zona Oeste,Não,2.29,2016-04-06,0.0,0.8025210084033614,0.04733727810650888,0.15789473684210525,0.19049485879683548,0.11024275795649933,0.2707469596371716
A-0653,4,2.3,500,Seccionalizador,Centro,Sim,26.21,2023-06-19,0.5,0.044117647058823525,0.5528317836010144,0.47368421052631576,0.4220414855447006,0.46762972083881826,0.37645325025058296
A-0654,1,18.8,50,Cabo,Zona Oeste,Não,8.14,2019-07-04,0.125,0.39075630252100846,0.1709636517328825,0.0,0.17944035602406644,0.15286472577196558,0.2060159862761673
A-0655,2,4.9,200,Religador,Zona Norte,Não,12.17,2022-12-27,0.25,0.09873949579831934,0.25612848689771767,0.15789473684210525,0.2123759189131897,0.22750196933335776,0.19724986849302162
A-0656,1,13.0,100,Seccionalizador,Zona Norte,Não,8.81,2013-11-13,0.125,0.26890756302521013,0.18512256973795435,0.05263157894736842,0.16458144142116518,0.15019068511864417,0.17897219772368617
A-0657,5,25.9,1000,Isolador,Zona Oeste,Sim,36.69,2002-08-22,0.625,0.5399159663865547,0.7743026204564666,1.0,0.690273979414251,0.6987823827755955,0.6817655760529063
A-0658,1,6.8,200,Seccionalizador,Zona Norte,Não,8.94,2019-02-20,0.125,0.13865546218487396,0.18786982248520706,0.15789473684210525,0.14988151286674745,0.14851596664826003,0.15124705908523484
A-0659,2,36.1,500,Transformador,Zona Norte,Não,14.98,2001-12-15,0.25,0.754201680672269,0.3155114116652578,0.47368421052631576,0.39286218068666273,0.3424420126194358,0.4432823487538896
A-0660,2,26.3,200,Transformador,Zona Sul,Sim,13.72,2005-10-27,0.25,0.5483193277310925,0.2888841927303466,0.15789473684210525,0.312118597049533,0.28228666427642374,0.34195052982264224
A-0661,1,2.0,100,Religador,Zona Norte,Não,6.59,2023-02-09,0.125,0.03781512605042017,0.1382079459002536,0.05263157894736842,0.10428856687489696,0.11300705426985494,0.09557007947993897
A-0662,0,8.3,100,Isolador,Centro,Sim,3.84,2018-04-19,0.0,0.17016806722689082,0.08009298393913779,0.05263157894736842,0.06332466652185634,0.04630785979916726,0.08034147324454542
A-0663,0,6.9,100,Isolador,Zona Sul,Sim,2.13,2021-03-27,0.0,0.14075630252100843,0.04395604395604396,0.05263157894736842,0.04660123158575172,0.03252560133365087,0.06067686183785256
A-0664,2,8.8,200,Seccionalizador,Centro,Sim,12.89,2024-02-18,0.25,0.18067226890756308,0.2713440405748098,0.15789473684210525,0.2333271396381661,0.24025991274740977,0.2263943665289224
A-0665,2,6.2,100,Religador,Zona Oeste,Sim,11.82,2022-01-15,0.25,0.12605042016806725,0.24873203719357564,0.05263157894736842,0.205092853086423,0.21748781106961626,0.1926978951032297
A-0666,3,3.8,50,Isolador,Zona Oeste,Não,15.95,2024-09-09,0.375,0.07563025210084033,0.33601014370245136,0.0,0.2659290935309035,0.2958660683208194,0.2359921187409875
A-0667,3,7.9,500,Transformador,Zona Norte,Sim,21.95,2021-06-09,0.375,0.16176470588235298,0.46280642434488584,0.47368421052631576,0.36856328953256795,0.38988681894433264,0.3472397601208032
A-0668,0,12.7,1000,Seccionalizador,Zona Norte,Não,1.75,2024-11-19,0.0,0.26260504201680673,0.035925612848689774,1.0,0.16329869225796828,0.13703818805628762,0.18955919645964894
A-0669,3,0.4,200,Cabo,Centro,Não,19.26,2024-12-19,0.375,0.004201680672268908,0.40595942519019446,0.15789473684210525,0.2884176373757227,0.32549746930849577,0.25133780544294954
A-0670,1,16.0,200,Transformador,Centro,Não,8.52,2009-04-19,0.125,0.33193277310924374,0.17899408284023666,0.15789473684210525,0.18587425315813028,0.1651809758472059,0.20656753046905463
A-0671,1,9.6,50,Religador,Zona Oeste,Não,8.59,2022-11-16,0.125,0.19747899159663868,0.18047337278106507,0.0,0.14363781015364727,0.1363899109939834,0.15088570931331113
A-0672,3,23.0,200,Isolador,Centro,Não,20.12,2006-04-20,0.375,0.47899159663865554,0.4241335587489434,0.15789473684210525,0.38882786063662467,0.3784287009727591,0.3992270203004902
A-0673,0,5.8,500,Transformador,Zona Norte,Não,3.24,2021-08-30,0.0,0.11764705882352942,0.06741335587489435,0.47368421052631576,0.09112183957980577,0.07935713369745283,0.10288654546215871
A-0674,1,5.2,100,Cabo,Zona Oeste,Sim,6.32,2024-04-18,0.125,0.1050420168067227,0.13250211327134406,0.05263157894736842,0.11602219523748461,0.11801799355681233,0.11402639691815687
A-0675,2,4.2,100,Cabo,Zona Oeste,Não,13.13,2022-01-15,0.25,0.08403361344537816,0.2764158918005072,0.05263157894736842,0.20499464812396465,0.22159128677942683,0.18839800946850244
A-0676,2,12.2,500,Religador,Zona Norte,Não,15.31,2018-01-19,0.25,0.2521008403361345,0.3224852071005917,0.47368421052631576,0.294534151250036,0.2943240672164225,0.2947442352836494
A-0677,1,1.2,200,Transformador,Zona Norte,Sim,10.23,2024-07-05,0.125,0.02100840336134454,0.21513102282333052,0.15789473684210525,0.13453046120347859,0.14492962086734415,0.12413130153961305
A-0678,1,4.5,50,Seccionalizador,Zona Sul,Sim,5.17,2024-02-26,0.125,0.09033613445378152,0.10819949281487744,0.0,0.10052707473521953,0.10399346128984138,0.09706068818059768
A-0679,0,9.7,200,Transformador,Zona Oeste,Sim,0.4,2018-09-06,0.0,0.19957983193277312,0.007396449704142012,0.15789473684210525,0.057924374982007754,0.037966391788730444,0.07788235817528506
A-0680,1,1.9,200,Cabo,Zona Sul,Não,5.65,2024-06-05,0.125,0.03571428571428572,0.1183431952662722,0.15789473684210525,0.10843528940694933,0.11736386083552075,0.0995067179783779
A-0681,2,9.0,200,Religador,Zona Norte,Não,13.81,2019-08-16,0.25,0.18487394957983197,0.29078613693998306,0.15789473684210525,0.24000010468217184,0.24651270972418865,0.23348749964015503
A-0682,1,20.3,500,Religador,Centro,Não,10.91,2016-02-07,0.125,0.42226890756302526,0.2295012679628064,0.47368421052631576,0.25067258295407857,0.22094569219777604,0.2803994737103811
A-0683,4,18.5,500,Seccionalizador,Centro,Sim,24.88,2012-05-22,0.5,0.3844537815126051,0.5247252747252746,0.47368421052631576,0.481676759772735,0.4932313816214745,0.4701221379239955
A-0684,1,7.7,200,Religador,Zona Norte,Não,8.93,2023-10-05,0.125,0.15756302521008406,0.18765849535080303,0.15789473684210525,0.15359962733146826,0.15034332481045984,0.15685592985247665
A-0685,3,16.6,1000,Religador,Zona Oeste,Sim,24.01,2024-06-30,0.375,0.34453781512605053,0.5063398140321217,1.0,0.47080950723484666,0.47385572572224155,0.46776328874745166
A-0686,1,11.8,200,Religador,Zona Oeste,Sim,8.96,2017-08-24,0.125,0.2436974789915967,0.18829247675401523,0.15789473684210525,0.17101671250873443,0.15914696460957475,0.1828864604078941
A-0687,3,9.7,500,Religador,Zona Oeste,Não,20.43,2020-11-05,0.375,0.19957983193277312,0.43068469991546915,0.47368421052631576,0.366489797413827,0.38403181422054966,0.34894778060710424
A-0688,0,13.3,200,Religador,Zona Norte,Sim,4.1,2024-10-22,0.0,0.2752100840336135,0.08558748943364328,0.15789473684210525,0.09650773732102622,0.06898672891766486,0.12402874572438757
A-0689,1,6.2,500,Cabo,Zona Sul,Sim,6.44,2020-07-27,0.125,0.12605042016806725,0.13503803888419275,0.47368421052631576,0.16308991675150286,0.16298487473469614,0.16319495876830958
A-0690,2,6.7,1000,Transformador,Zona Oeste,Sim,17.59,2019-12-08,0.25,0.1365546218487395,0.3706677937447168,1.0,0.33851126249316293,0.349855800308289,0.32716672467803687
A-0691,1,11.6,50,Isolador,Zona Sul,Não,5.27,2014-03-25,0.125,0.23949579831932777,0.110312764158918,0.0,0.13099298891154096,0.11954340907960817,0.14244256874347372
A-0692,2,8.3,1000,Religador,Zona Norte,Não,16.2,2021-10-11,0.25,0.17016806722689082,0.3412933220625528,1.0,0.336421610064144,0.3444048033414549,0.3284384167868331
A-0693,2,18.2,500,Isolador,Zona Norte,Não,16.55,2021-04-04,0.25,0.3781512605042017,0.34868977176669486,0.47368421052631576,0.3276056046834804,0.3147904786330602,0.34042073073390056
A-0694,2,14.6,500,Isolador,Zona Oeste,Não,13.79,2022-07-18,0.25,0.3025210084033614,0.29036348267117496,0.47368421052631576,0.2949816675346563,0.2897295666943202,0.3002337683749925
A-0695,4,14.5,100,Cabo,Centro,Sim,19.39,2020-11-22,0.5,0.30042016806722693,0.40870667793744714,0.05263157894736842,0.3879591948894164,0.4079171780826937,0.36800121169613903
A-0696,2,12.5,500,Religador,Zona Oeste,Não,15.84,2015-11-30,0.25,0.25840336134453784,0.33368554522400673,0.47368421052631576,0.29915475688874116,0.2983144207542874,0.29999509302319494
A-0697,3,9.6,500,Isolador,Centro,Não,21.32,2020-09-11,0.375,0.19747899159663868,0.44949281487743026,0.47368421052631576,0.3717120638351884,0.3894641646755245,0.3539599629948522
A-0698,2,14.3,100,Religador,Zona Sul,Sim,11.8,2011-05-10,0.25,0.29621848739495804,0.24830938292476754,0.05263157894736842,0.2389996702511587,0.2343778215116629,0.2436215189906545
A-0699,1,17.2,1000,Seccionalizador,Zona Sul,Sim,8.19,2014-05-03,0.125,0.3571428571428572,0.17202028740490277,1.0,0.27303465765004226,0.24982037193575657,0.296248943364328
A-0700,2,11.1,50,Seccionalizador,Zona Sul,Sim,8.04,2021-04-16,0.25,0.2289915966386555,0.16885038038884193,0.0,0.19645343344438368,0.19855427378051813,0.1943525931082492
A-0701,4,4.1,100,Seccionalizador,Zona Norte,Não,20.51,2021-04-07,0.5,0.0819327731092437,0.43237531699070164,0.05263157894736842,0.35136230761379605,0.3931690303028717,0.3095555849247204
A-0702,2,8.5,200,Isolador,Zona Oeste,Sim,11.14,2022-10-11,0.25,0.1743697478991597,0.23436179205409974,0.15789473684210525,0.22097196088027238,0.2285349860903564,0.21340893567018837
A-0703,0,2.0,200,Seccionalizador,Zona Sul,Não,4.53,2023-11-05,0.0,0.03781512605042017,0.09467455621301776,0.15789473684210525,0.05175486575819989,0.04797335315315787,0.055536378363241906
A-0704,3,19.7,200,Cabo,Centro,Sim,16.12,2020-02-04,0.375,0.40966386554621853,0.33960270498732037,0.15789473684210525,0.3496030582896504,0.3461366717350285,0.35306944484427216
A-0705,0,14.3,50,Cabo,Zona Sul,Sim,2.16,2019-07-11,0.0,0.29621848739495804,0.04459002535925614,0.0,0.07262070508676845,0.04299885634727264,0.10224255382626425
A-0706,5,4.0,1000,Isolador,Centro,Não,34.81,2022-04-19,0.625,0.07983193277310925,0.7345731191885039,1.0,0.586338322311173,0.6408551290338621,0.5318215155884839
A-0707,2,4.9,50,Religador,Centro,Não,8.34,2024-09-26,0.25,0.09873949579831934,0.17519019442096365,0.0,0.17230495748595295,0.18743100790612102,0.15717890706578488
A-0708,3,20.3,100,Transformador,Zona Norte,Sim,17.14,2009-04-19,0.375,0.42226890756302526,0.3611580726965342,0.05263157894736842,0.3480643612163022,0.3433374704599996,0.3527912519726047
A-0709,2,4.6,50,Religador,Zona Oeste,Sim,11.1,2022-12-28,0.25,0.09243697478991597,0.2335164835164835,0.0,0.18854234001292824,0.20429864253393665,0.17278603749191984
A-0710,5,1.9,200,Religador,Zona Norte,Sim,26.68,2024-01-23,0.625,0.03571428571428572,0.562764158918005,0.15789473684210525,0.44176157850246917,0.5006901499310406,0.3828330070738977
A-0711,2,2.9,1000,Religador,Zona Sul,Sim,13.82,2023-05-16,0.25,0.05672268907563025,0.29099746407438715,1.0,0.2986437770374422,0.3179715081298792,0.2793160459450052
A-0712,2,6.6,200,Religador,Zona Norte,Sim,11.0,2020-11-02,0.25,0.13445378151260504,0.23140321217244292,0.15789473684210525,0.2121011936384644,0.22365581548720392,0.2005465717897249
A-0713,1,5.7,500,Transformador,Centro,Não,10.03,2021-07-05,0.125,0.11554621848739498,0.21090448013524934,0.47368421052631576,0.18374900879068537,0.18469438694194587,0.18280363063942487
A-0714,1,6.1,50,Seccionalizador,Zona Oeste,Não,6.85,2022-09-29,0.125,0.12394957983193278,0.1437024513947591,0.0,0.11790065138481429,0.11800569340162101,0.11779560936800756
A-0715,6,13.9,200,Religador,Zona Sul,Não,32.01,2014-01-10,0.75,0.2878151260504202,0.6754015215553677,0.15789473684210525,0.575972955360905,0.6221914427558629,0.5297544679659468
A-0716,1,5.2,200,Cabo,Zona Oeste,Sim,7.74,2022-01-21,0.125,0.1050420168067227,0.1625105663567202,0.15789473684210525,0.13555104695257114,0.13754684527189887,0.1335552486332434
